0,1,2,3,4
-1.0064251276336238,0.4033606339715247,-0.6864149790949597,0.8780036688486189,0.23112203808677764
0.525291189896275,0.22448036101222812,-0.5511980260636178,0.2593599068293887,1.8692917922992187
-0.15443489938718033,1.629086546069758,0.918489006615723,0.0432250032080189,-0.35201231246140124
-0.02169217741493343,2.0191052424754203,-0.913956669532162,0.9616829544235466,0.06102351965779662
-1.9095741104479955,1.0782687927034775,-1.7128663335392338,-0.7962618933160003,-0.5831177696954649
0.5730525137111975,0.82267131098378,-0.3770491944666611,1.7667483529710182,-0.4345936729802094
1.9270472848190516,0.9228145743650936,-1.3805998312267223,0.3281723868953839,0.07835770739401338
1.1082558330115921,-0.9408504739533753,-0.15391227767528015,-1.3329516386890377,-1.7308675800766569
0.8568562394158953,-0.1798456725476841,-0.44359784076950165,-0.03544156403702125,0.7499286746732257
0.6758694781273932,0.9630520312038248,0.7324559692257407,-2.1948196639881052,-0.31249961311435465
-0.15586155399932783,-1.1871093336573288,-0.3655195728572318,1.1585079436769574,-1.716522629513273
-0.6049107892939397,0.31953829366631414,-0.7561819881428711,1.2081235186732098,-0.023027422066613734
-0.1816859699457458,-0.9782636985052281,0.18004209412667851,-0.08848106441223087,1.86058887219454
-0.19636757966822393,-0.9457442484225201,0.9292925051618883,1.1966925680298932,-0.8018905564441747
0.4451063352004186,-0.09385807328125882,2.2555834353318316,1.275916132643857,-0.33060959652412236
-0.11046376582960146,1.123309938979172,-0.8216477937937766,-0.8351331379550129,1.9491847721687257
0.7038081676177752,0.7902343737518426,1.1207539874057835,-1.0365385908073927,1.1865590403015545
-0.02648348937169024,-0.5217838149434005,0.12560652862933977,-0.47666838133029615,1.4659481636928546
0.032467581342804384,0.7056221631911915,-2.390031816358751,1.002364986048846,-1.6903099481472117
-2.3587912523258967,-1.4792689271961597,0.2525862135311574,0.005602452650013846,0.05272566411181823
-1.1902161328132097,-0.5721750860581839,-1.8010468289585484,1.002019128137629,-0.6344984868283055
0.6473402607680333,-0.35796841232266685,-1.02141840149697,0.055773267490902056,0.7547747764296464
-0.06145105014810834,0.8324940442922024,-2.0179329919033693,-1.293398654043099,0.4916031845011082
-0.5961315187151941,1.85544043126187,-1.1827702966250617,0.23925663143091752,-0.2930254854517204
